authors,doi,title,classification_id,type,issued_date,subject,journal_title,publisher,issn,isbn,issue,volume,page,nhm_sub,oa_id,best_oa_url,updated_date,pdf_url,is_oa,doi_url,host_type,version,retrieved_date
"Skelton, Paul H.; Swartz, Ernst R.; Vreven, Emmanuel J.",10.5852/ejt.2018.410,"The identity of Barbus capensis Smith, 1841 and the generic status of southern African tetraploid cyprinids (Teleostei, Cyprinidae)",1,journal-article,2018-03-02,,European Journal of Taxonomy,Museum National D'Histoire Naturelle,2118-9773,,410,,,1,362,http://www.europeanjournaloftaxonomy.eu/index.php/ejt/article/download/537/1217,2018-08-06,http://www.europeanjournaloftaxonomy.eu/index.php/ejt/article/download/537/1217,1,https://doi.org/10.5852/ejt.2018.410,publisher,publishedVersion,2018-09-15
"George, Kai Horst",10.5852/ejt.2018.439,"Laophontodes typicus T. Scott (Copepoda, Harpacticoida, Laophontodinae) – discovering a species complex by morphology",1,journal-article,2018-05-29,,European Journal of Taxonomy,Museum National D'Histoire Naturelle,2118-9773,,439,,,1,363,http://www.europeanjournaloftaxonomy.eu/index.php/ejt/article/download/570/1295,2018-08-07,http://www.europeanjournaloftaxonomy.eu/index.php/ejt/article/download/570/1295,1,https://doi.org/10.5852/ejt.2018.439,publisher,publishedVersion,2018-09-15
"Bondarenko, Svetlana; Kontrimavichus, Vytautas",10.6001/biologija.v64i1.3659,"Revision of Aploparaksis Clerc, 1903 (Cestoda: Cyclophyllidea, Aploparaksidae), with keys to the species of the genus",1,journal-article,2018-04-10,,Biologija,Lithuanian Academy of Sciences,2029-0578,,1,64,,1,364,http://lmaleidykla.lt/ojs/index.php/biologija/article/download/3659/2457,2018-04-18,http://lmaleidykla.lt/ojs/index.php/biologija/article/download/3659/2457,1,https://doi.org/10.6001/biologija.v64i1.3659,publisher,publishedVersion,2018-09-15
"Matsunaga, Kelly K.S.; Smith, Selena Y.; Manchester, Steven R.; Kapgate, Dashrath; Ramteke, Deepak; Garbout, Amin; Villarraga-Gómez, Herminso",10.7717/peerj.4580,"Reinvestigating an enigmatic Late Cretaceous monocot: morphology, taxonomy, and biogeography of Viracarpon",1,journal-article,2018-04-06,,PeerJ,PeerJ,2167-8359,,,6,e4580,1,365,https://doi.org/10.7717/peerj.4580,2018-09-15,,1,https://doi.org/10.7717/peerj.4580,publisher,publishedVersion,2018-09-15
"Patterson, Bruce D.; Webala, Paul W.; Bartonjo, Michael; Nziza, Julius; Dick, Carl W.; Demos, Terrence C.",10.7717/peerj.4864,On the taxonomic status and distribution of African species of Otomops (Chiroptera: Molossidae),1,journal-article,2018-05-24,,PeerJ,PeerJ,2167-8359,,,6,e4864,1,366,https://peerj.com/articles/4864.pdf,2018-08-08,https://peerj.com/articles/4864.pdf,1,https://doi.org/10.7717/peerj.4864,publisher,publishedVersion,2018-09-15
"Smith, N. Adam; DeBee, Aj M.; Clarke, Julia A.",10.7717/peerj.4950,"Systematics and phylogeny of the Zygodactylidae (Aves, Neognathae) with description of a new species from the early Eocene of Wyoming, USA",1,journal-article,2018-06-25,"General Biochemistry, Genetics and Molecular Biology,General Neuroscience,General Agricultural and Biological Sciences,General Medicine",PeerJ,PeerJ,2167-8359,,,6,e4950,1,367,https://peerj.com/articles/4950.pdf,2018-08-06,https://peerj.com/articles/4950.pdf,1,https://doi.org/10.7717/peerj.4950,publisher,publishedVersion,2018-09-15
"Wiersma, Jelle P.; Irmis, Randall B.",10.7717/peerj.5016,"A new southern Laramidian ankylosaurid, Akainacephalus johnsoni gen. et sp. nov., from the upper Campanian Kaiparowits Formation of southern Utah, USA",1,journal-article,2018-07-19,"General Biochemistry, Genetics and Molecular Biology,General Neuroscience,General Agricultural and Biological Sciences,General Medicine",PeerJ,PeerJ,2167-8359,,,6,e5016,1,368,https://peerj.com/articles/5016.pdf,2018-07-19,https://peerj.com/articles/5016.pdf,1,https://doi.org/10.7717/peerj.5016,publisher,publishedVersion,2018-09-15
"Maxwell, Erin E.; López-Arbarello, Adriana",10.7717/peerj.5033,A new species of the deep-bodied actinopterygian Dapedium from the Middle Jurassic (Aalenian) of southwestern Germany,1,journal-article,2018-06-27,"General Biochemistry, Genetics and Molecular Biology,General Neuroscience,General Agricultural and Biological Sciences,General Medicine",PeerJ,PeerJ,2167-8359,,,6,e5033,1,369,https://peerj.com/articles/5033.pdf,2018-06-28,https://peerj.com/articles/5033.pdf,1,https://doi.org/10.7717/peerj.5033,publisher,publishedVersion,2018-09-15
"Campbell, James A.; Ryan, Michael J.; Schröder-Adams, Claudia J.; Evans, David C.; Holmes, Robert B.",10.7717/peerj.5194,"New insights into chasmosaurine (Dinosauria: Ceratopsidae) skulls from the Upper Cretaceous (Campanian) of Alberta, and an update on the distribution of accessory frill fenestrae in Chasmosaurinae",1,journal-article,2018-07-03,"General Biochemistry, Genetics and Molecular Biology,General Neuroscience,General Agricultural and Biological Sciences,General Medicine",PeerJ,PeerJ,2167-8359,,,6,e5194,1,370,https://peerj.com/articles/5194.pdf,2018-08-10,https://peerj.com/articles/5194.pdf,1,https://doi.org/10.7717/peerj.5194,publisher,publishedVersion,2018-09-15
"Taylor, Michael P.",10.7717/peerj.5212,Xenoposeidon is the earliest known rebbachisaurid sauropod dinosaur,1,journal-article,2018-07-06,"General Biochemistry, Genetics and Molecular Biology,General Neuroscience,General Agricultural and Biological Sciences,General Medicine",PeerJ,PeerJ,2167-8359,,,6,e5212,1,371,https://peerj.com/articles/5212.pdf,2018-08-08,https://peerj.com/articles/5212.pdf,1,https://doi.org/10.7717/peerj.5212,publisher,publishedVersion,2018-09-15
"Pandolfi, Luca; Fiore, Ivana; Gaeta, Mario; Szabó, Péter; Vennemann, Torsten; Tagliacozzo, Antonio",10.1016/j.geobios.2018.08.008,"Rhinocerotidae (Mammalia, Perissodactyla) from the middle Pleistocene levels of Grotta Romanelli (Lecce, Southern Italy)",1,journal-article,2018-08-01,"Stratigraphy,Space and Planetary Science",Geobios,Elsevier BV,0016-6995,,,,,1,373,,2018-08-09,,0,https://doi.org/10.1016/j.geobios.2018.08.008,,,2018-09-17
"Posenato, Renato; Morsilli, Michele; Guerzoni, Stefania; Bassi, Davide",10.1016/j.palaeo.2018.08.002,"Palaeoecology of Chondrodonta (Bivalvia) from the lower Aptian (Cretaceous) Apulia Carbonate Platform (Gargano Promontory, southern Italy)",1,journal-article,2018-11-01,"Earth-Surface Processes,Palaeontology,Ecology, Evolution, Behavior and Systematics,Oceanography","Palaeogeography, Palaeoclimatology, Palaeoecology",Elsevier BV,0031-0182,,,508,188-201,1,374,,2018-08-03,,0,https://doi.org/10.1016/j.palaeo.2018.08.002,,,2018-09-17
"Lopes-Lima, Manuel; Bolotov, Ivan N.; Do, Van Tu; Aldridge, David C.; Fonseca, Miguel M.; Gan, Han Ming; Gofarov, Mikhail Y.; Kondakov, Alexander V.; Prié, Vincent; Sousa, Ronaldo; Varandas, Simone; Vikhrev, Ilya V.; Teixeira, Amílcar; Wu, Rui-Wen; Wu, Xiaoping; Zieritz, Alexandra; Froufe, Elsa; Bogan, Arthur E.",10.1016/j.ympev.2018.04.041,"Expansion and systematics redefinition of the most threatened freshwater mussel family, the Margaritiferidae",1,journal-article,2018-10-01,"Genetics,Ecology, Evolution, Behavior and Systematics,Molecular Biology",Molecular Phylogenetics and Evolution,Elsevier BV,1055-7903,,,127,98-118,1,375,,2018-06-15,,0,https://doi.org/10.1016/j.ympev.2018.04.041,,,2018-09-17
"Ausich, William I.; Wright, David F.; Cole, Selina R.; Koniecki, Joseph M.",10.1017/jpa.2017.154,Disparid and hybocrinid crinoids (Echinodermata) from the Upper Ordovician (lower Katian) Brechin Lagerstätte of Ontario,1,journal-article,2018-06-18,Palaeontology,Journal of Paleontology,Cambridge University Press (CUP),0022-3360,,,,1-22,1,376,,2018-08-05,,0,https://doi.org/10.1017/jpa.2017.154,,,2018-09-17
"NAVEED, HASSAN; ZHANG, YALIN",10.11646/zootaxa.4462.2.5,"A key to species of the leafhopper genus Tambocerus (Hemiptera, Cicadellidae, Deltocephalinae) with description of a new species from Pakistan",1,journal-article,2018-08-27,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Zootaxa,Magnolia Press,1175-5334,,2,4462,237,1,377,,2018-08-27,,0,https://doi.org/10.11646/zootaxa.4462.2.5,,,2018-09-17
"Li, Zhiheng; Zhou, Zhonghe; Clarke, Julia A.",10.1371/journal.pone.0198078,Convergent evolution of a mobile bony tongue in flighted dinosaurs and pterosaurs,1,journal-article,2018-06-20,"General Biochemistry, Genetics and Molecular Biology,General Agricultural and Biological Sciences,General Medicine",PLOS ONE,Public Library of Science (PLoS),1932-6203,,6,13,e0198078,1,378,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0198078&type=printable,2018-07-31,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0198078&type=printable,1,https://doi.org/10.1371/journal.pone.0198078,publisher,publishedVersion,2018-09-17
"Shahbaz, Muhammad; Iqbal, Muhammad Anwar ; Javid, Arshad ; Faiz, Abu ul Hassan ; Irfan, Irfan; Arshad, Muhammad Irshad ",10.17582/journal.pjz/2018.50.4.1525.1531,"Bat Fauna of Genus Pipistrellus from Wheat-Rice based Agro-Ecosystem of Punjab, Pakistan",1,journal-article,2018-07-01,Animal Science and Zoology,Pakistan Journal of Zoology,Research Links Ltd.,0030-9923,,4,50,,1,379,https://doi.org/10.17582/journal.pjz/2018.50.4.1525.1531,2018-07-08,,1,https://doi.org/10.17582/journal.pjz/2018.50.4.1525.1531,publisher,publishedVersion,2018-09-17
"Varga, O.",10.2478/vzoo-2018-0024,"A Review of the Tribe Delomeristini (Hymenoptera, Ichneumonidae, Pimplinae) in the Ukrainian Carpathians",1,journal-article,2018-06-01,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Vestnik Zoologii,Walter de Gruyter GmbH,2073-2333,,3,52,235-240,1,380,https://content.sciendo.com/downloadpdf/journals/vzoo/52/3/article-p235.pdf,2018-08-09,https://content.sciendo.com/downloadpdf/journals/vzoo/52/3/article-p235.pdf,1,https://doi.org/10.2478/vzoo-2018-0024,publisher,publishedVersion,2018-09-17
"Eiseman, Charles S.",10.4289/0013-8797.120.3.642,"Larval Habits of Batrachedra concitata Meyrick (Lepidoptera: Batrachedridae), a Leafminer of Agave L. (Asparagaceae)",1,journal-article,2018-07-01,"Insect Science,Ecology, Evolution, Behavior and Systematics",Proceedings of the Entomological Society of Washington,Entomological Society of Washington,0013-8797,,3,120,642-647,1,381,,2018-08-10,,0,https://doi.org/10.4289/0013-8797.120.3.642,,,2018-09-17
"von Baczko, M. Belen; Taborda, Jeremías R.A.; Desojo, Julia Brenda",10.7717/peerj.5456,Paleoneuroanatomy of the aetosaur Neoaetosauroides engaeus (Archosauria: Pseudosuchia) and its paleobiological implications among archosauriforms,1,journal-article,2018-08-22,"General Biochemistry, Genetics and Molecular Biology,General Neuroscience,General Agricultural and Biological Sciences,General Medicine",PeerJ,PeerJ,2167-8359,,,6,e5456,1,382,https://peerj.com/articles/5456.pdf,2018-08-22,https://peerj.com/articles/5456.pdf,1,https://doi.org/10.7717/peerj.5456,publisher,publishedVersion,2018-09-17
"Schaeffner, Bjoern C.; Ditrich, Oleg; Kuchta, Roman",10.1007/s00300-018-2396-0,A century of taxonomic uncertainty: re-description of two species of tapeworms (Diphyllobothriidea) from Arctic seals,1,journal-article,2018-09-15,General Agricultural and Biological Sciences,Polar Biology,"Springer Nature America, Inc",0722-4060,,,,,0,383,,2018-09-17,,0,https://doi.org/10.1007/s00300-018-2396-0,,,2018-09-22
"Vranken, Nathan; Van Steenberge, Maarten; Snoeks, Jos",10.1007/s10750-018-3742-5,Grasping ecological opportunities: not one but five paedophagous species of Haplochromis (Teleostei: Cichlidae) in the Lake Edward system,1,journal-article,2018-09-06,"Aquatic Science,Pollution,General Environmental Science",Hydrobiologia,"Springer Nature America, Inc",0018-8158,,,,,0,384,,2018-09-06,,0,https://doi.org/10.1007/s10750-018-3742-5,,,2018-09-22
"Sjolund, M. Jennifer; Arnsdorf, Yvonne M.; Carnegie, Mairi; Fornefeld, Eva; Will, Torsten",10.1007/s41348-018-0187-z,‘Candidatus Liberibacter solanacearum’ detected in Trioza urticae using suction trap-based monitoring of psyllids in Germany,1,journal-article,2018-09-17,"Agronomy and Crop Science,Plant Science,Horticulture",Journal of Plant Diseases and Protection,"Springer Nature America, Inc",1861-3829,,,,,0,385,,2018-09-17,,0,https://doi.org/10.1007/s41348-018-0187-z,,,2018-09-22
"O'Brien, Devin M.; Allen, Cerisse E.; Van Kleeck, Melissa J.; Hone, David; Knell, Robert; Knapp, Andrew; Christiansen, Stuart; Emlen, Douglas J.",10.1016/j.anbehav.2018.08.005,On the evolution of extreme structures: static scaling and the function of sexually selected signals,1,journal-article,2018-10-01,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Animal Behaviour,Elsevier BV,0003-3472,,,144,95-108,0,386,,2018-09-18,,0,https://doi.org/10.1016/j.anbehav.2018.08.005,,,2018-09-22
"Andreason, Sharon A.; Triapitsyn, Serguei V.; Perring, Thomas M.",10.1016/j.biocontrol.2018.09.010,"Untangling the Anagyrus pseudococci species complex (Hymenoptera: Encyrtidae), parasitoids of worldwide importance for biological control of mealybugs (Hemiptera: Pseudococcidae): genetic data corroborates separation of two new, previously misidentifed species",1,journal-article,2018-09-01,"Agronomy and Crop Science,Insect Science",Biological Control,Elsevier BV,1049-9644,,,,,0,387,,2018-09-18,,0,https://doi.org/10.1016/j.biocontrol.2018.09.010,,,2018-09-22
"Malafaia, Elisabete; Mocho, Pedro; Escaso, Fernando; Dantas, Pedro; Ortega, Francisco",10.1017/jpa.2018.47,"Carcharodontosaurian remains (Dinosauria, Theropoda) from the Upper Jurassic of Portugal",1,journal-article,2018-09-18,Palaeontology,Journal of Paleontology,Cambridge University Press (CUP),0022-3360,,,,1-16,0,388,,2018-09-18,,0,https://doi.org/10.1017/jpa.2018.47,,,2018-09-22
"Lautenschlager, Stephan; Gill, Pamela G.; Luo, Zhe-Xi; Fagan, Michael J.; Rayfield, Emily J.",10.1038/s41586-018-0521-4,The role of miniaturization in the evolution of the mammalian jaw and middle ear,1,journal-article,2018-09-17,Multidisciplinary,Nature,"Springer Nature America, Inc",0028-0836,,,,,0,389,,2018-09-13,,0,https://doi.org/10.1038/s41586-018-0521-4,,,2018-09-22
"Gianfrancesco, Lorenza",10.1080/00026980.2018.1512777,"Books, Gold, and Elixir: Alchemy and Religious Orders in Early Modern Naples",1,journal-article,2018-08-23,"History and Philosophy of Science,Chemistry (miscellaneous)",Ambix,Informa UK Limited,0002-6980,,,,1-25,1,390,,2018-08-23,,0,https://doi.org/10.1080/00026980.2018.1512777,,,2018-09-22
"Anderson, Robert S",10.1093/isd/ixy011,A Revision of the Weevil Genus Phyxelis Schönherr 1843 (Coleoptera: Curculionidae; Entiminae; Tropiphorini) in North America,1,journal-article,2018-09-01,,Insect Systematics and Diversity,Oxford University Press (OUP),2399-3421,,5,2,,0,391,,2018-09-10,,0,https://doi.org/10.1093/isd/ixy011,,,2018-09-22
"Vreven, Emmanuel J W M N; Musschoot, Tobias; Decru, Eva; Wamuini Lunkayilakio, Soleil; Obiero, Kevin; Cerwenka, Alexander F; Schliewen, Ulrich K",10.1093/zoolinnean/zly049,"The complex origins of mouth polymorphism in the Labeobarbus (Cypriniformes: Cyprinidae) of the Inkisi River basin (Lower Congo, DRC, Africa): insights from an integrative approach",1,journal-article,2018-09-10,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Zoological Journal of the Linnean Society,Oxford University Press (OUP),0024-4082,,,,,0,392,,2018-09-05,,0,https://doi.org/10.1093/zoolinnean/zly049,,,2018-09-22
"Yakovlev, R. V.",10.1134/s001387381805007x,"World Catalogue of the Family Ratardidae (Lepidoptera, Cossoidea) with Description of a New Species from Thailand and Establishment of New Synonymy and a New Status for Ratarda javanica Roepke, 1937",1,journal-article,2018-08-01,Insect Science,Entomological Review,Pleiades Publishing Ltd,0013-8738,,5,98,644-651,0,393,,2018-09-05,,0,https://doi.org/10.1134/s001387381805007x,,,2018-09-22
"Lopez-Vaamonde, Carlos; Sire, Lucas; Rasmussen, Bruno; Rougerie, Rodolphe; Wieser, Christian; Ahamadi, Allaoui; Minet, Joël; deWaard, Jeremy R.; Decaëns, Thibaud; Lees, David C.",10.1139/gen-2018-0065,DNA barcodes reveal deeply neglected diversity and numerous invasions of micromoths in Madagascar,1,journal-article,2018-09-05,"Biotechnology,Genetics,Molecular Biology,General Medicine",Genome,Canadian Science Publishing,0831-2796,,,,,0,394,,2018-09-06,,0,https://doi.org/10.1139/gen-2018-0065,,,2018-09-22
"Taylor, Michael A.",10.1144/sp480.14,‘Miller's most important geological discovery’: Archibald Geikie (1835–1924) as pupil and memorialist of Hugh Miller (1802–56),1,journal-article,2018-09-06,"Geology,Ocean Engineering,Water Science and Technology","Geological Society, London, Special Publications",Geological Society of London,0305-8719,,,,SP480.14,0,395,,2018-09-06,,0,https://doi.org/10.1144/sp480.14,,,2018-09-22
"FRICKE, RONALD",10.11646/zootaxa.4476.1.15,Two new species of stargazers of the genus Uranoscopus (Teleostei: Uranoscopidae) from the western Pacific Ocean,1,journal-article,2018-09-13,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Zootaxa,Magnolia Press,1175-5334,,1,4476,157,0,396,,2018-09-13,,0,https://doi.org/10.11646/zootaxa.4476.1.15,,,2018-09-22
"XIE, RUI-XIA; ZHANG, E",10.11646/zootaxa.4476.1.6,"Re-description of the catfish species Liobagrus kingi Tchang, 1935 (Pisces: Amblycipitidae) from the upper Chang-Jiang basin, China",1,journal-article,2018-09-13,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Zootaxa,Magnolia Press,1175-5334,,1,4476,69,0,397,,2018-09-13,,0,https://doi.org/10.11646/zootaxa.4476.1.6,,,2018-09-22
"Ale-Rocha, Rosaly; Soares, Matheus M. M.",10.15560/14.5.713,"First records of Periscelididae (Diptera, Opomyzoidea) from French Guiana",1,journal-article,2018-09-07,"Ecology,Ecology, Evolution, Behavior and Systematics",Check List,Pensoft Publishers,1809-127X,,5,14,713-720,0,398,https://doi.org/10.15560/14.5.713,2018-09-22,,1,https://doi.org/10.15560/14.5.713,publisher,publishedVersion,2018-09-22
"Scholz, Tomáš; de Chambrier, Alain",10.1645/18-25,"REDESCRIPTION OF SCIADOCEPHALUS MEGALODISCUS DIESING, 1850, ONE THE EARLIEST DIVERGING NEOTROPICAL FISH TAPEWORMS (CESTODA: PROTEOCEPHALIDAE)",1,journal-article,2018-07-06,"Ecology, Evolution, Behavior and Systematics,Parasitology",Journal of Parasitology,American Society of Parasitologists,0022-3395,,,,,1,399,,2018-08-07,,0,https://doi.org/10.1645/18-25,,,2018-09-22
"Gernaat, Hajo B.P.E.; Heuvel, Joke Van Den; Barten, Frans; Andel, Tinde Van",10.18473/lepi.v72i3.a4,Lectotype Designation and Life History of Histioea cepheus cepheus (Erebidae: Arctiinae) in Suriname,1,journal-article,2018-09-01,"Ecology,Animal Science and Zoology",Journal of the Lepidopterists' Society,Lepidopterists' Society,0024-0966,,3,72,192-202,0,400,,2018-09-07,,0,https://doi.org/10.18473/lepi.v72i3.a4,,,2018-09-22
,10.21608/absb.2013.6494,"CATOCALINAE OF EGYPT (LEPIDOPTERA, NOCTUIDAE)",1,journal-article,2013-06-01,,Al-Azhar Bulletin of Science- Basic Science Sector,Egypts Presidential Specialized Council for Education and Scientific Research,1110-2535,,1,24,1-16,0,401,http://absb.journals.ekb.eg/article_6494_29f502214314903c38475bc5b2c38721.pdf,2018-04-23,http://absb.journals.ekb.eg/article_6494_29f502214314903c38475bc5b2c38721.pdf,1,https://doi.org/10.21608/absb.2013.6494,publisher,publishedVersion,2018-09-22
"Reshchikov, Alexey; Sääksjärvi, Ilari E.; Pollet, Marc",10.5852/ejt.2018.459,"Review of the New World genus Nanium Townes, 1967 (Hymenoptera: Ichneumonidae: Ctenopelmatinae), with two new species from the Neotropical region",1,journal-article,2018-09-07,"Ecology, Evolution, Behavior and Systematics",European Journal of Taxonomy,Museum National D'Histoire Naturelle,2118-9773,,459,,,0,402,https://doi.org/10.5852/ejt.2018.459,2018-09-22,,1,https://doi.org/10.5852/ejt.2018.459,publisher,publishedVersion,2018-09-22
"Sleightholme, Stephen R.; Campbell, Cameron R.",10.7882/az.2018.024,Stripe pattern variation in the coat of the Thylacine (Thylacinus cynocephalus),1,journal-article,2018-09-06,Animal Science and Zoology,Australian Zoologist,Royal Zoological Society of New South Wales,0067-2238,,,,,0,403,,2018-09-06,,0,https://doi.org/10.7882/az.2018.024,,,2018-09-22
"Mally, Richard",10.1007/978-981-13-0390-6_1,"Moths of the Genus Conogethes: Taxonomy, Systematics, and Similar Species",1,book-chapter,2018-07-01,,"The Black spotted, Yellow Borer, Conogethes punctiferalis Guenée and Allied Species",Springer Singapore,,9789811303890,,,1-12,1,404,,2018-09-17,,0,https://doi.org/10.1007/978-981-13-0390-6_1,,,2018-09-22
"Sheffield, Sarah L.; Sumrall, Colin",10.31233/osf.io/w4myr,A re-interpretation of the ambulacral system of Eumorphocystis (Blastozoa: Echinodermata) and its bearing on the evolution of early crinoids,1,posted-content,2018-09-14,,,Center for Open Science,,,,,,0,405,,2018-09-14,,0,https://doi.org/10.31233/osf.io/w4myr,,,2018-09-22
"Huber, John T.",10.3897/jhr.63.24427.figure1,"Figure 1 from: Huber JT (2018) Neotype designation for Anaphes brevis Walker (Hymenoptera, Mymaridae). Journal of Hymenoptera Research 63: 51-60. https://doi.org/10.3897/jhr.63.24427",1,component,2018-04-30,,,Pensoft Publishers,,,,,,0,406,https://doi.org/10.3897/jhr.63.24427.figure1,2018-04-28,,1,https://doi.org/10.3897/jhr.63.24427.figure1,publisher,publishedVersion,2018-09-22
"Gruber, David F.; Phillips, Brennan; Marsh, Leigh; Sparks, John S.",10.5531/sd.sp.32,"Supplemental Material for 'In situ observations of the meso-bathypelagic scyphozoan, Deepstaria enigmatica (Semaeostomeae, Ulmaridae). (American Museum novitates, no. 3900)'",1,dataset,2018-05-01,,American Museum of Natural History Research Library,American Museum of Natural History,,,,,,0,407,http://digitallibrary.amnh.org/bitstream/2246/6874/5/3900.pdf,2018-07-25,http://digitallibrary.amnh.org/bitstream/2246/6874/5/3900.pdf,1,https://doi.org/10.5531/sd.sp.32,repository,submittedVersion,2018-09-22
"Huttenlocker, AK",10.7287/peerj.4954v0.1/reviews/3,"Peer Review #3 of ""Gorgonopsian therapsids (Nochnitsa gen. nov. and Viatkogorgon) from the Permian Kotelnich locality of Russia (v0.1)""",1,peer-review,2018-06-08,,,PeerJ,,,,,,0,408,https://peerj.com/articles/4954v0.2/submission,2018-07-31,https://peerj.com/articles/4954v0.2/submission,1,https://doi.org/10.7287/peerj.4954v0.1/reviews/3,publisher,publishedVersion,2018-09-22
"Belvedere, M",10.7287/peerj.4963v0.1/reviews/1,"Peer Review #1 of ""The largest European theropod dinosaurs: remains of a gigantic megalosaurid and giant theropod tracks from the Kimmeridgian of Asturias, Spain (v0.1)""",1,peer-review,2018-07-05,,,PeerJ,,,,,,0,409,https://peerj.com/articles/4963v0.2/submission,2018-08-05,https://peerj.com/articles/4963v0.2/submission,1,https://doi.org/10.7287/peerj.4963v0.1/reviews/1,publisher,publishedVersion,2018-09-22
"Taylor, MP",10.7287/peerj.5250v0.1/reviews/1,"Peer Review #1 of ""The real Bigfoot: a pes from Wyoming, USA is the largest sauropod pes ever reported and the northern-most occurrence of brachiosaurids in the Upper Jurassic Morrison Formation (v0.1)""",1,peer-review,2018-07-24,,,PeerJ,,,,,,0,410,https://peerj.com/articles/5250v0.2/submission,2018-08-07,https://peerj.com/articles/5250v0.2/submission,1,https://doi.org/10.7287/peerj.5250v0.1/reviews/1,publisher,publishedVersion,2018-09-22
"Benton, MJ",10.7287/peerj.5455v0.1/reviews/2,"Peer Review #2 of ""Anatomical notes and discussion of the first described aetosaur Stagonolepis robertsoni (Archosauria: Suchia) from the Upper Triassic of Europe, and the use of plesiomorphies in aetosaur biochronology (v0.1)""",1,peer-review,2018-08-28,,,PeerJ,,,,,,0,411,,2018-09-03,,0,https://doi.org/10.7287/peerj.5455v0.1/reviews/2,,,2018-09-22
